pr_diff,odd_value,total_matches,win_count,lose_count,win_percentage,lose_percentage
1.0,3.8,2,0,2,0.0,100.0
1.0,3.85,1,0,1,0.0,100.0
1.0,3.9,1,0,1,0.0,100.0
1.0,3.95,1,0,1,0.0,100.0
1.0,4.0,1,0,1,0.0,100.0
1.0,4.05,1,0,1,0.0,100.0
1.0,4.3,2,0,2,0.0,100.0
1.0,4.4,1,0,1,0.0,100.0
1.0,4.45,1,0,1,0.0,100.0
1.0,4.5,1,0,1,0.0,100.0
1.0,4.85,1,1,0,100.0,0.0
1.0,5.05,1,0,1,0.0,100.0
1.0,5.25,1,0,1,0.0,100.0
1.0,5.35,1,0,1,0.0,100.0
1.0,5.4,1,0,1,0.0,100.0
1.0,5.45,1,1,0,100.0,0.0
1.0,5.55,1,0,1,0.0,100.0
1.0,6.05,2,1,1,50.0,50.0
1.0,6.35,1,0,1,0.0,100.0
1.0,6.4,1,0,1,0.0,100.0
1.0,6.5,2,0,2,0.0,100.0
1.0,6.55,1,0,1,0.0,100.0
1.0,6.6,2,1,1,50.0,50.0
1.0,6.8,1,0,1,0.0,100.0
1.0,6.9,1,0,1,0.0,100.0
1.0,7.15,2,1,1,50.0,50.0
1.0,7.2,1,0,1,0.0,100.0
1.0,7.35,1,1,0,100.0,0.0
1.0,8.5,1,0,1,0.0,100.0
1.0,8.75,1,0,1,0.0,100.0
1.0,8.8,1,0,1,0.0,100.0
1.0,9.05,1,1,0,100.0,0.0
1.0,9.35,1,0,1,0.0,100.0
1.0,10.5,1,0,1,0.0,100.0
1.0,11.7,1,0,1,0.0,100.0
1.0,12.0,1,0,1,0.0,100.0
1.0,16.0,1,0,1,0.0,100.0
1.0,18.0,1,0,1,0.0,100.0
1.0,20.0,1,0,1,0.0,100.0
1.1,2.15,1,0,1,0.0,100.0
1.1,2.25,1,1,0,100.0,0.0
1.1,2.4,1,1,0,100.0,0.0
1.1,2.55,1,0,1,0.0,100.0
1.1,2.75,2,0,2,0.0,100.0
1.1,2.8,1,0,1,0.0,100.0
1.1,2.95,1,1,0,100.0,0.0
1.1,3.0,1,0,1,0.0,100.0
1.1,3.05,1,0,1,0.0,100.0
1.1,3.2,2,1,1,50.0,50.0
1.1,3.3,3,0,3,0.0,100.0
1.1,3.4,1,0,1,0.0,100.0
1.1,3.6,2,0,2,0.0,100.0
1.1,3.65,2,2,0,100.0,0.0
1.1,3.7,1,0,1,0.0,100.0
1.1,3.75,1,0,1,0.0,100.0
1.1,3.8,1,0,1,0.0,100.0
1.1,3.85,1,0,1,0.0,100.0
1.1,3.9,1,0,1,0.0,100.0
1.1,3.95,1,1,0,100.0,0.0
1.1,4.0,2,1,1,50.0,50.0
1.1,4.1,1,0,1,0.0,100.0
1.1,4.2,1,0,1,0.0,100.0
1.1,4.3,1,0,1,0.0,100.0
1.1,4.35,1,1,0,100.0,0.0
1.1,4.4,1,0,1,0.0,100.0
1.1,4.5,2,1,1,50.0,50.0
1.1,4.55,1,1,0,100.0,0.0
1.1,4.6,1,0,1,0.0,100.0
1.1,4.65,2,0,2,0.0,100.0
1.1,4.75,2,0,2,0.0,100.0
1.1,4.8,1,1,0,100.0,0.0
1.1,4.95,2,0,2,0.0,100.0
1.1,5.1,1,0,1,0.0,100.0
1.1,5.25,1,0,1,0.0,100.0
1.1,5.3,1,0,1,0.0,100.0
1.1,5.35,1,0,1,0.0,100.0
1.1,6.45,1,0,1,0.0,100.0
1.1,6.7,1,0,1,0.0,100.0
1.1,6.8,1,0,1,0.0,100.0
1.1,7.2,1,0,1,0.0,100.0
1.1,7.35,2,0,2,0.0,100.0
1.1,8.2,1,0,1,0.0,100.0
1.1,8.45,1,0,1,0.0,100.0
1.1,8.65,1,1,0,100.0,0.0
1.1,12.7,1,0,1,0.0,100.0
1.1,14.1,1,0,1,0.0,100.0
1.1,15.0,1,0,1,0.0,100.0
1.1,18.5,1,0,1,0.0,100.0
1.2,2.25,1,0,1,0.0,100.0
1.2,2.4,1,1,0,100.0,0.0
1.2,2.55,1,0,1,0.0,100.0
1.2,2.7,1,0,1,0.0,100.0
1.2,2.8,1,1,0,100.0,0.0
1.2,2.9,1,1,0,100.0,0.0
1.2,3.05,1,0,1,0.0,100.0
1.2,3.15,1,0,1,0.0,100.0
1.2,3.2,1,0,1,0.0,100.0
1.2,3.25,1,0,1,0.0,100.0
1.2,3.5,1,0,1,0.0,100.0
1.2,3.6,3,1,2,33.33,66.67
1.2,3.65,1,0,1,0.0,100.0
1.2,3.8,1,1,0,100.0,0.0
1.2,3.9,1,1,0,100.0,0.0
1.2,3.95,2,1,1,50.0,50.0
1.2,4.05,1,0,1,0.0,100.0
1.2,4.15,3,2,1,66.67,33.33
1.2,4.25,1,0,1,0.0,100.0
1.2,4.3,1,0,1,0.0,100.0
1.2,4.35,1,0,1,0.0,100.0
1.2,4.4,1,0,1,0.0,100.0
1.2,4.6,1,0,1,0.0,100.0
1.2,5.4,2,0,2,0.0,100.0
1.2,5.45,1,1,0,100.0,0.0
1.2,5.55,1,0,1,0.0,100.0
1.2,5.8,1,0,1,0.0,100.0
1.2,6.0,1,0,1,0.0,100.0
1.2,6.3,1,0,1,0.0,100.0
1.2,6.35,1,0,1,0.0,100.0
1.2,6.4,1,0,1,0.0,100.0
1.2,6.75,1,0,1,0.0,100.0
1.2,6.85,2,0,2,0.0,100.0
1.2,7.15,1,1,0,100.0,0.0
1.2,7.2,1,0,1,0.0,100.0
1.2,7.45,1,0,1,0.0,100.0
1.2,8.0,1,0,1,0.0,100.0
1.2,8.5,1,0,1,0.0,100.0
1.2,9.65,1,0,1,0.0,100.0
1.2,10.0,1,0,1,0.0,100.0
1.2,11.4,1,1,0,100.0,0.0
1.3,2.4,1,0,1,0.0,100.0
1.3,2.65,2,0,2,0.0,100.0
1.3,2.9,1,0,1,0.0,100.0
1.3,3.1,2,1,1,50.0,50.0
1.3,3.2,1,0,1,0.0,100.0
1.3,3.25,1,1,0,100.0,0.0
1.3,3.55,1,0,1,0.0,100.0
1.3,3.6,1,1,0,100.0,0.0
1.3,3.75,1,1,0,100.0,0.0
1.3,3.95,1,0,1,0.0,100.0
1.3,4.15,1,0,1,0.0,100.0
1.3,4.2,1,1,0,100.0,0.0
1.3,4.3,2,0,2,0.0,100.0
1.3,4.35,1,1,0,100.0,0.0
1.3,4.8,1,1,0,100.0,0.0
1.3,5.0,1,0,1,0.0,100.0
1.3,5.05,1,0,1,0.0,100.0
1.3,5.1,1,0,1,0.0,100.0
1.3,5.25,1,1,0,100.0,0.0
1.3,5.75,1,0,1,0.0,100.0
1.3,6.3,2,0,2,0.0,100.0
1.3,6.4,1,0,1,0.0,100.0
1.3,6.55,1,0,1,0.0,100.0
1.3,7.0,1,1,0,100.0,0.0
1.3,7.9,1,0,1,0.0,100.0
1.3,8.1,1,0,1,0.0,100.0
1.3,8.35,1,1,0,100.0,0.0
1.3,9.4,2,0,2,0.0,100.0
1.3,12.0,1,0,1,0.0,100.0
1.3,12.2,1,0,1,0.0,100.0
1.3,13.6,1,0,1,0.0,100.0
1.4,2.1,1,0,1,0.0,100.0
1.4,2.45,1,0,1,0.0,100.0
1.4,2.55,1,0,1,0.0,100.0
1.4,2.95,1,0,1,0.0,100.0
1.4,3.1,1,0,1,0.0,100.0
1.4,3.25,1,0,1,0.0,100.0
1.4,3.4,1,0,1,0.0,100.0
1.4,3.45,1,0,1,0.0,100.0
1.4,3.65,1,0,1,0.0,100.0
1.4,3.7,1,0,1,0.0,100.0
1.4,3.75,2,0,2,0.0,100.0
1.4,3.9,1,0,1,0.0,100.0
1.4,4.1,1,0,1,0.0,100.0
1.4,4.2,1,0,1,0.0,100.0
1.4,4.25,1,0,1,0.0,100.0
1.4,4.35,1,0,1,0.0,100.0
1.4,4.45,1,0,1,0.0,100.0
1.4,4.5,1,0,1,0.0,100.0
1.4,4.75,1,0,1,0.0,100.0
1.4,4.9,2,1,1,50.0,50.0
1.4,5.25,1,0,1,0.0,100.0
1.4,5.4,1,0,1,0.0,100.0
1.4,5.45,1,1,0,100.0,0.0
1.4,5.85,1,0,1,0.0,100.0
1.4,6.3,1,0,1,0.0,100.0
1.4,6.35,1,1,0,100.0,0.0
1.4,6.45,1,0,1,0.0,100.0
1.4,6.55,1,0,1,0.0,100.0
1.4,6.7,1,0,1,0.0,100.0
1.4,6.8,1,0,1,0.0,100.0
1.4,7.15,1,0,1,0.0,100.0
1.4,7.35,1,0,1,0.0,100.0
1.4,7.45,1,0,1,0.0,100.0
1.4,7.8,2,1,1,50.0,50.0
1.4,8.0,1,0,1,0.0,100.0
1.4,8.15,1,0,1,0.0,100.0
1.4,8.4,1,0,1,0.0,100.0
1.4,8.7,1,0,1,0.0,100.0
1.4,10.0,1,0,1,0.0,100.0
1.4,10.1,1,0,1,0.0,100.0
1.4,16.0,1,0,1,0.0,100.0
1.5,2.35,1,0,1,0.0,100.0
1.5,2.4,2,0,2,0.0,100.0
1.5,2.65,1,0,1,0.0,100.0
1.5,2.75,1,0,1,0.0,100.0
1.5,2.9,1,1,0,100.0,0.0
1.5,3.1,1,0,1,0.0,100.0
1.5,3.2,1,0,1,0.0,100.0
1.5,3.35,1,1,0,100.0,0.0
1.5,3.7,1,0,1,0.0,100.0
1.5,3.8,1,1,0,100.0,0.0
1.5,3.9,1,0,1,0.0,100.0
1.5,4.25,1,1,0,100.0,0.0
1.5,4.4,1,0,1,0.0,100.0
1.5,4.5,2,1,1,50.0,50.0
1.5,4.7,1,1,0,100.0,0.0
1.5,4.8,1,0,1,0.0,100.0
1.5,4.9,1,0,1,0.0,100.0
1.5,4.95,1,1,0,100.0,0.0
1.5,5.0,1,0,1,0.0,100.0
1.5,5.4,1,0,1,0.0,100.0
1.5,5.45,1,0,1,0.0,100.0
1.5,5.65,1,0,1,0.0,100.0
1.5,5.7,1,0,1,0.0,100.0
1.5,5.85,1,1,0,100.0,0.0
1.5,6.4,1,0,1,0.0,100.0
1.5,6.8,1,0,1,0.0,100.0
1.5,6.95,1,0,1,0.0,100.0
1.5,7.15,1,0,1,0.0,100.0
1.5,7.2,1,0,1,0.0,100.0
1.5,7.5,1,0,1,0.0,100.0
1.5,7.55,1,1,0,100.0,0.0
1.5,8.05,1,0,1,0.0,100.0
1.5,8.2,1,0,1,0.0,100.0
1.5,8.3,1,0,1,0.0,100.0
1.5,9.65,1,0,1,0.0,100.0
1.5,10.7,2,0,2,0.0,100.0
1.5,12.0,1,0,1,0.0,100.0
1.5,14.7,1,0,1,0.0,100.0
1.6,2.2,1,0,1,0.0,100.0
1.6,3.1,2,0,2,0.0,100.0
1.6,3.15,1,0,1,0.0,100.0
1.6,3.2,1,0,1,0.0,100.0
1.6,3.6,1,0,1,0.0,100.0
1.6,3.9,1,1,0,100.0,0.0
1.6,4.75,1,0,1,0.0,100.0
1.6,5.05,1,0,1,0.0,100.0
1.6,5.25,2,0,2,0.0,100.0
1.6,5.4,2,1,1,50.0,50.0
1.6,6.05,1,0,1,0.0,100.0
1.6,6.4,1,0,1,0.0,100.0
1.6,7.75,1,0,1,0.0,100.0
1.6,7.95,1,0,1,0.0,100.0
1.6,8.35,2,0,2,0.0,100.0
1.6,9.55,1,0,1,0.0,100.0
1.6,10.0,1,0,1,0.0,100.0
1.6,10.5,1,0,1,0.0,100.0
1.6,16.5,1,0,1,0.0,100.0
1.6,20.0,1,1,0,100.0,0.0
1.7,1.85,1,0,1,0.0,100.0
1.7,3.35,1,0,1,0.0,100.0
1.7,4.3,2,2,0,100.0,0.0
1.7,4.35,1,0,1,0.0,100.0
1.7,4.4,1,0,1,0.0,100.0
1.7,4.55,1,0,1,0.0,100.0
1.7,4.6,1,0,1,0.0,100.0
1.7,4.8,1,0,1,0.0,100.0
1.7,5.05,1,0,1,0.0,100.0
1.7,5.2,1,0,1,0.0,100.0
1.7,5.3,1,0,1,0.0,100.0
1.7,5.4,1,0,1,0.0,100.0
1.7,5.5,1,1,0,100.0,0.0
1.7,6.25,1,0,1,0.0,100.0
1.7,6.55,1,1,0,100.0,0.0
1.7,6.75,1,0,1,0.0,100.0
1.7,6.85,1,0,1,0.0,100.0
1.7,8.75,1,0,1,0.0,100.0
1.7,9.3,1,0,1,0.0,100.0
1.7,9.9,1,1,0,100.0,0.0
1.7,11.0,1,0,1,0.0,100.0
1.7,13.5,1,0,1,0.0,100.0
1.8,3.0,1,1,0,100.0,0.0
1.8,3.6,1,0,1,0.0,100.0
1.8,3.7,1,0,1,0.0,100.0
1.8,3.8,1,0,1,0.0,100.0
1.8,4.35,1,0,1,0.0,100.0
1.8,4.5,1,1,0,100.0,0.0
1.8,4.75,2,1,1,50.0,50.0
1.8,5.4,1,0,1,0.0,100.0
1.8,5.45,1,0,1,0.0,100.0
1.8,6.0,1,0,1,0.0,100.0
1.8,6.1,1,1,0,100.0,0.0
1.8,6.2,1,0,1,0.0,100.0
1.8,6.55,1,1,0,100.0,0.0
1.8,6.75,1,1,0,100.0,0.0
1.8,7.0,1,0,1,0.0,100.0
1.8,7.2,1,0,1,0.0,100.0
1.8,7.4,1,0,1,0.0,100.0
1.8,7.55,1,0,1,0.0,100.0
1.8,8.05,1,0,1,0.0,100.0
1.8,11.2,1,0,1,0.0,100.0
1.8,12.0,1,0,1,0.0,100.0
1.8,13.4,1,0,1,0.0,100.0
1.8,17.5,1,0,1,0.0,100.0
1.8,22.0,1,0,1,0.0,100.0
1.9,2.8,1,0,1,0.0,100.0
1.9,3.2,1,0,1,0.0,100.0
1.9,3.65,1,0,1,0.0,100.0
1.9,4.0,1,0,1,0.0,100.0
1.9,4.4,2,0,2,0.0,100.0
1.9,4.65,1,1,0,100.0,0.0
1.9,4.75,1,0,1,0.0,100.0
1.9,5.15,1,0,1,0.0,100.0
1.9,5.4,1,0,1,0.0,100.0
1.9,5.45,1,0,1,0.0,100.0
1.9,5.55,1,0,1,0.0,100.0
1.9,5.6,1,1,0,100.0,0.0
1.9,6.5,1,0,1,0.0,100.0
1.9,7.35,1,0,1,0.0,100.0
1.9,8.1,1,0,1,0.0,100.0
1.9,8.8,1,0,1,0.0,100.0
1.9,11.0,1,0,1,0.0,100.0
1.9,12.3,1,0,1,0.0,100.0
1.9,13.0,1,0,1,0.0,100.0
2.0,2.4,1,1,0,100.0,0.0
2.0,2.65,1,0,1,0.0,100.0
2.0,3.0,1,1,0,100.0,0.0
2.0,3.05,1,0,1,0.0,100.0
2.0,4.3,1,0,1,0.0,100.0
2.0,4.5,1,0,1,0.0,100.0
2.0,5.65,1,0,1,0.0,100.0
2.0,5.75,1,0,1,0.0,100.0
2.0,6.05,1,0,1,0.0,100.0
2.0,6.95,1,0,1,0.0,100.0
2.0,7.85,1,0,1,0.0,100.0
2.0,7.95,1,0,1,0.0,100.0
2.0,8.3,1,0,1,0.0,100.0
2.0,8.35,1,0,1,0.0,100.0
2.0,8.4,1,0,1,0.0,100.0
2.0,9.55,1,0,1,0.0,100.0
2.0,9.95,1,0,1,0.0,100.0
2.0,10.0,1,1,0,100.0,0.0
2.0,23.0,1,0,1,0.0,100.0
2.1,4.4,1,0,1,0.0,100.0
2.1,4.45,1,0,1,0.0,100.0
2.1,4.7,1,0,1,0.0,100.0
2.1,4.8,1,0,1,0.0,100.0
2.1,5.2,1,0,1,0.0,100.0
2.1,5.3,1,0,1,0.0,100.0
2.1,5.7,1,0,1,0.0,100.0
2.1,5.9,1,0,1,0.0,100.0
2.1,6.25,1,0,1,0.0,100.0
2.1,6.95,1,0,1,0.0,100.0
2.1,7.95,1,0,1,0.0,100.0
2.1,8.55,1,0,1,0.0,100.0
2.1,8.6,2,0,2,0.0,100.0
2.1,8.7,1,0,1,0.0,100.0
2.1,13.5,1,0,1,0.0,100.0
2.1,17.5,1,1,0,100.0,0.0
2.2,4.15,1,0,1,0.0,100.0
2.2,4.7,1,0,1,0.0,100.0
2.2,5.05,1,0,1,0.0,100.0
2.2,5.7,1,0,1,0.0,100.0
2.2,6.6,1,0,1,0.0,100.0
2.2,7.05,1,0,1,0.0,100.0
2.2,7.35,1,0,1,0.0,100.0
2.2,7.4,1,0,1,0.0,100.0
2.2,8.2,1,0,1,0.0,100.0
2.2,14.0,1,0,1,0.0,100.0
2.3,3.0,1,0,1,0.0,100.0
2.3,3.6,1,0,1,0.0,100.0
2.3,4.65,1,0,1,0.0,100.0
2.3,4.75,1,0,1,0.0,100.0
2.3,4.85,1,1,0,100.0,0.0
2.3,5.0,1,0,1,0.0,100.0
2.3,6.45,1,0,1,0.0,100.0
2.3,6.6,1,0,1,0.0,100.0
2.3,6.65,1,0,1,0.0,100.0
2.3,7.1,1,0,1,0.0,100.0
2.3,9.25,1,0,1,0.0,100.0
2.3,9.45,1,0,1,0.0,100.0
2.3,11.6,1,0,1,0.0,100.0
2.3,13.2,1,0,1,0.0,100.0
2.3,19.5,1,0,1,0.0,100.0
2.3,20.0,1,0,1,0.0,100.0
2.4,3.5,1,0,1,0.0,100.0
2.4,3.9,1,0,1,0.0,100.0
2.4,4.0,1,0,1,0.0,100.0
2.4,4.35,1,1,0,100.0,0.0
2.4,4.75,1,0,1,0.0,100.0
2.4,8.0,1,0,1,0.0,100.0
2.4,13.0,1,1,0,100.0,0.0
2.4,17.5,1,0,1,0.0,100.0
2.5,2.4,1,1,0,100.0,0.0
2.5,3.7,1,1,0,100.0,0.0
2.5,4.3,1,0,1,0.0,100.0
2.5,4.7,1,0,1,0.0,100.0
2.5,5.2,1,0,1,0.0,100.0
2.5,9.75,1,0,1,0.0,100.0
2.5,12.0,1,0,1,0.0,100.0
2.5,12.7,1,0,1,0.0,100.0
2.5,19.5,1,0,1,0.0,100.0
2.5,21.0,1,0,1,0.0,100.0
2.5,29.0,1,0,1,0.0,100.0
2.6,3.7,1,0,1,0.0,100.0
2.6,4.0,1,0,1,0.0,100.0
2.6,5.6,1,0,1,0.0,100.0
2.6,6.1,1,0,1,0.0,100.0
2.6,6.55,1,0,1,0.0,100.0
2.6,8.9,1,0,1,0.0,100.0
2.6,9.55,1,0,1,0.0,100.0
2.6,12.2,1,0,1,0.0,100.0
2.6,12.3,1,0,1,0.0,100.0
2.6,12.5,1,0,1,0.0,100.0
2.6,20.0,1,0,1,0.0,100.0
2.6,25.0,1,0,1,0.0,100.0
2.7,2.8,1,0,1,0.0,100.0
2.7,5.2,1,0,1,0.0,100.0
2.7,5.3,1,0,1,0.0,100.0
2.7,6.15,1,1,0,100.0,0.0
2.7,8.65,1,1,0,100.0,0.0
2.7,11.0,1,0,1,0.0,100.0
2.7,14.7,1,0,1,0.0,100.0
2.8,4.55,1,0,1,0.0,100.0
2.8,6.65,1,0,1,0.0,100.0
2.8,10.1,1,0,1,0.0,100.0
2.8,10.4,1,1,0,100.0,0.0
2.8,12.2,1,0,1,0.0,100.0
2.8,13.0,1,0,1,0.0,100.0
2.8,20.0,1,0,1,0.0,100.0
2.8,22.0,1,0,1,0.0,100.0
2.8,32.0,1,0,1,0.0,100.0
2.9,5.7,1,0,1,0.0,100.0
2.9,6.35,1,0,1,0.0,100.0
2.9,6.6,1,1,0,100.0,0.0
2.9,10.5,1,0,1,0.0,100.0
2.9,10.6,1,0,1,0.0,100.0
2.9,12.0,1,0,1,0.0,100.0
3.0,6.45,1,0,1,0.0,100.0
3.0,7.25,1,1,0,100.0,0.0
3.1,3.25,1,0,1,0.0,100.0
3.1,7.3,1,0,1,0.0,100.0
3.1,10.4,1,0,1,0.0,100.0
3.1,30.0,1,0,1,0.0,100.0
3.1,34.0,1,0,1,0.0,100.0
3.2,3.05,1,0,1,0.0,100.0
3.2,11.3,1,0,1,0.0,100.0
3.2,13.7,1,0,1,0.0,100.0
3.3,7.3,1,0,1,0.0,100.0
3.3,19.5,1,0,1,0.0,100.0
3.3,29.0,1,1,0,100.0,0.0
3.4,6.2,1,0,1,0.0,100.0
3.4,8.2,1,0,1,0.0,100.0
3.4,12.7,1,0,1,0.0,100.0
3.4,41.0,1,0,1,0.0,100.0
3.5,5.1,1,0,1,0.0,100.0
3.5,7.65,1,0,1,0.0,100.0
3.5,7.85,1,0,1,0.0,100.0
3.5,12.6,1,0,1,0.0,100.0
3.5,26.0,1,0,1,0.0,100.0
3.6,5.15,1,0,1,0.0,100.0
3.7,7.75,1,0,1,0.0,100.0
3.7,21.0,1,0,1,0.0,100.0
3.8,18.0,1,0,1,0.0,100.0
3.8,29.0,2,0,2,0.0,100.0
3.9,14.7,1,0,1,0.0,100.0
4.3,18.5,1,0,1,0.0,100.0
4.4,15.0,1,0,1,0.0,100.0
4.4,25.0,1,0,1,0.0,100.0
5.7,7.7,1,0,1,0.0,100.0
